CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,pha
0.03292,0.03292,15.21,15.2,19.6,710.0,1
0.02676,0.00068,7.7,7.69,26.9,25.0,1
0.02297,0.02297,9.36,9.34,22.9,160.0,0
0.0391,0.03845,5.3,5.29,28.4,12.0,0
0.02068,0.0073,4.78,4.75,25.1,57.0,1
0.01929,0.01928,26.49,26.48,22.3,210.0,0
0.03662,0.03662,2.87,2.84,24.8,64.0,0
0.02497,0.02355,6.98,6.96,27.0,24.0,0
0.01571,0.01555,10.2,10.18,24.6,71.0,0
0.01328,0.01327,8.21,8.19,26.8,26.0,0
0.03785,0.03785,6.94,6.93,20.2,540.0,1
0.03816,0.03173,4.76,4.75,26.0,38.0,0
0.04983,0.03438,9.25,9.24,27.6,18.0,0
0.01825,0.01812,13.31,13.3,24.5,75.0,0
0.04917,0.04788,6.06,6.05,23.4,120.0,0
0.00765,0.00764,5.85,5.8,23.6,110.0,1
0.00705,0.007,12.53,12.5,25.2,54.0,1
0.04692,0.04692,9.25,9.24,23.7,110.0,0
0.0293,0.02923,4.72,4.7,23.2,140.0,0
0.03551,0.01274,6.45,6.44,27.6,18.0,0
0.02986,0.02861,10.25,10.24,20.3,520.0,1
0.02501,0.02494,9.83,9.82,24.6,71.0,0
0.02607,0.00747,3.74,3.71,27.4,20.0,1
0.02844,0.02844,17.77,17.77,21.7,270.0,1
0.01029,0.00558,9.32,9.29,25.9,39.0,1
0.00848,0.00848,6.63,6.58,22.0,240.0,1
0.03165,0.03156,0.52,0.31,27.4,20.0,0
0.0348,0.02764,10.61,10.6,24.6,71.0,0
0.01966,0.01966,7.97,7.95,24.5,74.0,0
0.01777,0.01742,8.17,8.15,22.4,200.0,0
0.04973,0.04675,5.62,5.61,22.6,180.0,0
0.04812,0.04288,10.91,10.91,21.0,380.0,1
0.01026,0.00768,17.49,17.48,25.5,47.0,1
0.02463,0.017,15.8,15.79,26.1,36.0,0
0.04867,0.04645,10.17,10.17,25.4,48.0,0
0.03379,0.03379,4.9,4.88,24.4,80.0,0
0.00698,0.00601,4.44,4.35,27.2,22.0,1
0.04417,0.04417,6.78,6.77,24.4,80.0,0
0.03231,0.03231,15.74,15.74,24.1,90.0,0
0.01701,0.0098,5.37,5.34,25.9,39.0,1
0.03669,0.03669,2.54,2.51,26.5,30.0,0
0.00641,0.00527,9.42,9.37,25.8,40.0,1
0.01746,0.01739,7.45,7.43,26.5,30.0,0
0.0318,0.01108,8.16,8.15,25.4,50.0,0
0.01945,0.01384,12.55,12.53,26.4,30.0,0
0.02669,0.02661,14.46,14.45,25.1,57.0,0
0.03083,0.02546,11.23,11.22,24.3,83.0,0
0.03542,0.00272,2.22,2.19,30.7,4.3,1
0.02173,0.02169,6.25,6.23,26.1,36.0,0
0.01827,0.00421,7.68,7.66,27.2,22.0,1
0.01472,0.01467,13.72,13.71,26.0,38.0,0
0.02653,0.02324,5.97,5.95,24.7,68.0,0
0.04633,0.04633,22.48,22.48,19.7,680.0,1
0.01504,0.01405,8.34,8.32,26.1,36.0,0
0.01134,0.00101,7.28,7.25,25.0,59.0,1
0.03151,0.03126,9.35,9.34,25.1,58.0,0
0.02808,0.02808,14.6,14.6,21.5,300.0,1
0.0122,0.01214,9.05,9.03,27.0,24.0,0
0.03177,0.03177,15.5,15.49,19.0,940.0,1
0.04186,0.03861,2.43,2.4,29.7,6.8,0
0.01375,0.01284,12.61,12.6,27.2,22.0,0
0.02547,0.0233,3.06,3.02,27.9,16.0,0
0.02171,0.02171,22.3,22.3,20.7,430.0,1
0.02707,0.02707,5.11,5.09,28.4,12.0,0
0.02941,0.02941,3.68,3.66,28.4,12.0,0
0.03323,0.03323,9.56,9.55,21.0,380.0,1
0.0224,0.02019,5.05,5.03,27.6,18.0,0
0.01146,0.01146,9.95,9.92,20.5,480.0,1
0.03283,0.00216,11.61,11.6,27.1,23.0,1
0.03534,0.03534,7.15,7.14,25.8,41.0,0
0.04283,0.02384,7.95,7.95,28.1,14.0,0
0.02836,0.0117,16.17,16.17,25.1,57.0,0
0.02073,0.0205,8.53,8.52,24.4,78.0,0
0.0318,0.03165,17.88,17.88,20.8,410.0,1
0.01795,0.01268,6.28,6.25,26.6,28.0,0
0.04594,0.04594,16.66,16.66,19.9,620.0,1
0.03008,0.0299,8.14,8.12,23.5,120.0,0
0.0354,0.03535,4.28,4.26,25.9,39.0,0
0.01516,0.01487,11.8,11.79,24.0,94.0,0
0.01002,0.00398,8.3,8.27,26.7,27.0,1
0.02964,0.02964,9.33,9.32,19.1,910.0,1
0.02253,0.02253,13.02,13.01,21.9,250.0,1
0.04254,0.04054,2.66,2.64,27.8,16.0,0
0.01104,0.01061,5.34,5.29,26.7,28.0,0
0.03916,0.03875,10.22,10.21,24.0,94.0,0
0.01739,0.00011,8.14,8.12,27.6,18.0,1
0.01363,0.01258,1.72,1.61,28.9,9.7,0
0.03963,0.00707,11.12,11.12,26.9,25.0,1
0.0387,0.02124,11.16,11.16,24.3,82.0,0
0.0381,0.03429,8.91,8.91,24.3,82.0,0
0.04987,0.0122,24.43,24.42,22.0,230.0,1
0.0449,0.0449,3.11,3.09,26.6,28.0,0
0.03625,0.03534,8.61,8.6,21.9,250.0,1
0.01186,0.01186,16.07,16.06,21.7,270.0,1
0.04084,0.04021,9.11,9.1,21.8,250.0,1
0.01137,0.01137,17.36,17.35,21.5,300.0,1
0.01753,0.01753,17.14,17.13,20.3,520.0,1
0.02979,0.02979,19.47,19.47,20.3,520.0,1
0.04125,0.01702,11.14,11.13,25.5,47.0,0
0.02943,0.0287,3.69,3.66,26.5,30.0,0
0.03425,0.03011,6.31,6.29,26.5,30.0,0
0.04986,0.04817,3.97,3.95,27.9,16.0,0
0.03369,0.03369,17.84,17.84,21.5,300.0,1
0.02607,0.01613,8.16,8.15,25.3,52.0,0
0.03257,0.03242,5.37,5.35,25.5,47.0,0
0.0419,0.00087,16.69,16.69,23.4,130.0,1
0.02638,0.02465,8.6,8.59,29.5,7.5,0
0.0185,0.01833,5.36,5.34,24.3,82.0,0
0.02494,0.01549,4.36,4.34,25.8,41.0,0
0.04314,0.03395,4.22,4.2,28.6,11.0,0
0.03677,0.03677,6.4,6.39,23.4,120.0,0
0.01204,0.0109,14.22,14.2,25.7,43.0,0
0.00957,0.00954,4.23,4.16,28.1,14.0,1
0.03624,0.03293,5.26,5.24,23.7,110.0,0
0.02149,0.00789,7.75,7.74,25.5,48.0,1
0.01492,0.01491,4.37,4.33,25.5,47.0,0
0.04529,0.04529,5.26,5.25,22.3,210.0,0
0.01897,0.0186,2.82,2.77,27.4,19.0,0
0.04355,0.00022,12.58,12.58,27.5,19.0,1
0.04159,0.03867,12.09,12.09,22.4,200.0,0
0.04465,0.02517,9.22,9.22,25.9,39.0,0
0.05,0.05,7.23,7.22,19.9,610.0,1
0.03668,0.03666,9.39,9.39,20.6,450.0,1
0.04032,0.04032,16.04,16.03,21.0,380.0,1
0.04425,0.04425,8.16,8.15,22.6,180.0,0
0.0139,0.0139,12.53,12.52,20.4,490.0,1
0.00868,0.00849,3.18,3.08,29.2,8.6,1
0.03406,0.03386,21.43,21.42,20.7,430.0,1
0.02295,0.02193,14.09,14.08,24.1,90.0,0
0.0224,0.01572,5.98,5.96,24.8,64.0,0
0.02676,0.02665,2.76,2.73,25.7,43.0,0
0.01337,0.01337,4.35,4.31,27.7,17.0,0
0.03505,0.03471,8.39,8.39,24.5,75.0,0
0.03928,0.01592,17.83,17.83,27.9,16.0,0
0.04176,0.04173,1.02,0.95,30.4,4.9,0
0.03034,0.03034,2.44,2.4,26.5,30.0,0
0.02954,0.02196,5.66,5.64,24.5,75.0,0
0.032,0.032,17.64,17.63,20.6,450.0,1
0.04725,0.03929,2.24,2.21,28.4,13.0,0
0.04115,0.01889,12.37,12.37,27.0,24.0,0
0.02267,0.02263,2.75,2.71,23.9,99.0,0
0.0438,0.04379,22.91,22.91,19.1,890.0,1
0.04978,0.0216,6.26,6.26,28.7,11.0,0
0.03331,0.03309,9.18,9.17,25.3,52.0,0
0.04041,0.01325,9.07,9.07,24.0,94.0,0
0.0231,0.02302,2.89,2.85,25.2,54.0,0
0.00679,0.00674,7.55,7.5,27.3,21.0,1
0.01844,0.01844,8.54,8.52,26.6,29.0,0
0.04368,0.04362,21.96,21.96,20.0,590.0,1
0.04069,0.03674,15.29,15.29,23.4,120.0,0
0.00586,0.00096,9.38,9.33,26.1,37.0,1
0.00872,0.00871,13.61,13.59,25.1,57.0,1
0.03252,0.03252,7.53,7.52,20.0,580.0,1
0.0499,7e-05,12.44,12.43,29.7,6.8,1
0.03023,0.02934,3.85,3.83,25.6,44.0,0
0.02523,0.02147,13.1,13.09,24.2,85.0,0
0.00743,0.00525,3.42,3.31,28.0,15.0,1
0.04802,0.0458,7.71,7.7,23.2,140.0,0
0.01071,0.01071,7.19,7.16,20.7,430.0,1
0.04419,0.04419,7.19,7.18,25.9,39.0,0
0.04166,0.02785,3.41,3.39,27.1,23.0,0
0.00879,0.00876,7.88,7.84,23.4,120.0,1
0.00209,0.0007,3.13,2.69,29.0,9.4,1
0.04999,0.04233,11.61,11.6,25.3,52.0,0
0.04359,0.03503,2.79,2.77,26.9,25.0,0
0.04325,0.04261,16.78,16.77,22.0,240.0,1
0.04804,0.04472,15.42,15.42,24.4,77.0,0
0.04753,0.03067,9.06,9.05,26.4,32.0,0
0.02569,0.02522,3.53,3.5,25.5,47.0,0
0.04252,0.04252,7.12,7.11,21.6,290.0,1
0.02946,0.02946,9.75,9.75,19.6,720.0,1
0.01213,0.01213,9.5,9.48,20.5,480.0,1
0.02918,0.02914,4.32,4.29,27.7,17.0,0
0.019,0.01832,7.16,7.14,24.5,75.0,0
0.02077,0.02077,6.45,6.43,22.5,190.0,0
0.03281,0.0328,17.02,17.01,21.5,300.0,1
0.02065,0.02063,32.91,32.91,21.1,360.0,1
0.02408,0.01018,6.31,6.3,27.4,20.0,0
0.04448,0.04349,15.26,15.25,29.3,8.2,0
0.0038,0.0038,1.9,1.49,24.7,68.0,1
0.02914,0.02913,16.8,16.79,21.6,280.0,1
0.01468,0.00229,10.02,10.0,26.8,26.0,1
0.03582,0.01054,6.18,6.17,29.2,8.6,0
0.03255,0.02285,10.82,10.81,25.5,47.0,0
0.0405,0.01809,4.18,4.17,26.6,28.0,0
0.00739,0.00722,4.32,4.24,27.5,19.0,1
0.03599,0.03599,2.27,2.24,26.5,30.0,0
0.03557,0.02362,8.59,8.58,22.7,170.0,0
0.04384,0.02217,5.55,5.53,24.8,65.0,0
0.03036,0.0303,1.62,1.57,30.4,4.9,0
0.04131,0.0389,14.46,14.45,22.5,190.0,0
0.0256,0.0256,19.35,19.35,19.3,820.0,1
0.04253,0.04235,4.02,4.0,27.9,16.0,0
0.01631,0.01631,5.21,5.17,23.3,130.0,0
0.01697,0.01679,8.17,8.15,27.9,16.0,0
0.02599,0.02598,18.62,18.61,21.6,290.0,1
0.01354,0.01353,17.08,17.07,20.6,450.0,1
0.04901,0.03493,5.57,5.56,26.9,25.0,0
0.03603,0.03279,14.89,14.89,24.5,75.0,0
0.03685,0.03685,3.2,3.18,26.6,28.0,0
0.04899,0.03442,12.11,12.11,22.1,230.0,0
0.02349,0.00772,9.51,9.5,26.9,24.0,1
0.04268,0.04268,12.93,12.92,21.7,270.0,1
0.02714,0.02714,26.26,26.26,22.3,210.0,0
0.02182,0.02159,7.79,7.78,23.8,100.0,0
0.02868,0.02867,8.16,8.15,22.4,200.0,0
0.0338,0.03356,10.15,10.14,22.5,190.0,0
0.0302,0.02051,5.1,5.08,26.2,34.0,0
0.02797,0.02797,18.6,18.59,23.7,110.0,0
0.04776,0.02304,22.71,22.7,21.8,260.0,1
0.01545,0.01545,6.14,6.11,22.8,170.0,0
0.02562,0.01746,7.28,7.26,26.6,28.0,0
0.03966,0.03937,8.02,8.01,22.4,200.0,0
0.02395,0.02394,15.16,15.15,20.6,440.0,1
0.03148,0.03122,14.95,14.95,21.4,310.0,1
0.02499,0.02499,17.65,17.64,23.3,130.0,0
0.02128,0.00706,4.84,4.82,28.1,14.0,1
0.00762,0.00762,4.62,4.55,24.3,82.0,1
0.02952,0.02952,10.47,10.46,23.6,110.0,0
0.03397,0.03381,8.56,8.55,23.4,120.0,0
0.03681,0.02875,8.67,8.66,27.5,19.0,0
0.04722,0.04722,10.0,9.99,21.5,300.0,1
0.03895,0.02853,9.3,9.3,26.3,33.0,0
0.03769,0.03769,25.51,25.51,20.7,430.0,1
0.01381,0.009,9.18,9.16,29.1,8.8,1
0.04674,0.04635,12.42,12.42,24.1,90.0,0
0.03484,0.03045,4.46,4.44,29.7,6.9,0
0.03952,0.01652,8.75,8.74,26.1,36.0,0
0.04082,0.02942,3.07,3.04,27.4,20.0,0
0.04322,0.04251,5.95,5.94,24.5,74.0,0
0.01876,0.01775,24.75,24.74,23.4,130.0,0
0.02414,0.02386,9.13,9.12,25.1,57.0,0
0.04535,0.04535,12.58,12.57,20.9,390.0,1
0.04071,0.00916,10.62,10.62,26.3,32.0,1
0.03064,0.00615,4.6,4.58,29.7,6.8,1
0.01742,0.01733,2.89,2.84,26.7,27.0,0
0.04435,0.04435,9.12,9.11,27.3,21.0,0
0.02782,0.02661,7.18,7.17,23.4,130.0,0
0.02276,0.00304,11.99,11.98,26.0,38.0,1
0.03211,0.0321,7.38,7.37,21.1,360.0,1
0.02994,0.02994,3.08,3.05,23.0,150.0,0
0.04452,0.04452,2.42,2.4,26.5,30.0,0
0.01842,0.01842,9.06,9.04,22.2,220.0,0
0.03001,0.02995,17.28,17.28,23.8,110.0,0
0.02642,0.02642,12.04,12.03,22.6,180.0,0
0.04763,0.04718,9.91,9.91,26.0,38.0,0
0.01329,0.01326,5.57,5.53,25.3,52.0,0
0.03058,0.02647,3.34,3.31,28.6,12.0,0
0.0144,0.00136,8.26,8.23,27.6,18.0,1
0.03881,0.03881,4.8,4.78,24.1,90.0,0
0.04282,0.02035,11.7,11.7,25.2,54.0,0
0.01848,0.01848,16.49,16.48,22.7,170.0,0
0.03121,0.0309,14.56,14.56,24.6,71.0,0
0.04525,0.03392,9.14,9.14,24.0,94.0,0
0.04615,0.04615,8.77,8.76,20.8,410.0,1
0.01338,0.01337,3.31,3.25,26.5,30.0,0
0.01576,0.01237,10.92,10.91,26.5,30.0,0
0.0412,0.04009,17.53,17.52,21.9,250.0,1
0.03842,0.02957,4.47,4.45,26.4,32.0,0
0.04734,0.04734,11.42,11.41,22.5,190.0,0
0.03427,0.02769,10.39,10.38,26.8,26.0,0
0.04056,0.04055,15.95,15.95,22.3,210.0,0
0.02958,0.02928,4.07,4.05,25.4,49.0,0
0.02569,0.02333,8.75,8.74,25.7,43.0,0
0.01082,0.0108,10.08,10.06,24.8,65.0,0
0.03009,0.03009,14.03,14.02,22.6,180.0,0
0.02622,0.02622,21.99,21.99,20.5,470.0,1
0.02419,0.0235,10.28,10.27,26.1,36.0,0
0.04461,0.04461,15.07,15.07,23.4,120.0,0
0.04113,0.04113,6.57,6.56,25.9,39.0,0
0.04932,0.02003,15.14,15.13,23.0,150.0,0
0.03852,0.03852,17.67,17.66,21.2,340.0,1
0.0478,0.02549,7.83,7.83,24.9,61.0,0
0.03321,0.03202,13.82,13.82,24.6,71.0,0
0.04929,0.04849,8.08,8.07,24.9,61.0,0
0.02567,0.02062,5.83,5.82,24.3,82.0,0
0.04272,0.04272,8.52,8.51,20.5,480.0,1
0.03016,0.03016,10.03,10.02,23.7,110.0,0
0.01883,0.01849,5.62,5.59,25.4,49.0,0
0.04059,0.04059,7.42,7.41,21.7,280.0,1
0.01431,0.01068,9.76,9.74,19.8,650.0,1
0.03553,0.03553,14.27,14.27,21.7,270.0,1
0.039,0.03322,7.98,7.97,27.6,18.0,0
0.01984,0.01984,5.46,5.43,20.4,490.0,1
0.0423,0.0102,7.91,7.9,26.0,38.0,0
0.00332,0.00331,2.45,2.09,29.0,9.4,1
0.0249,0.01252,12.13,12.12,23.8,100.0,0
0.03127,0.00322,12.02,12.02,25.5,48.0,1
0.02151,0.02151,2.27,2.21,26.5,30.0,0
0.01747,0.0174,3.6,3.56,27.3,21.0,0
0.01644,0.00882,11.93,11.92,27.0,24.0,1
0.02414,0.02414,7.62,7.61,22.7,170.0,0
0.02497,0.02425,3.96,3.93,24.8,65.0,0
0.03835,0.03835,15.79,15.79,21.6,290.0,1
0.03617,0.03566,4.68,4.66,26.9,25.0,0
0.04487,0.04486,3.12,3.1,26.6,28.0,0
0.02022,0.02008,8.2,8.18,24.2,86.0,0
0.01162,0.01048,8.04,8.02,25.4,49.0,0
0.046,0.04463,13.17,13.17,26.6,28.0,0
0.03513,0.00878,8.18,8.18,23.5,120.0,1
0.02394,0.0235,2.52,2.47,26.9,25.0,0
0.03165,0.03165,6.48,6.47,19.8,640.0,1
0.0386,0.01153,9.52,9.51,29.0,9.5,0
0.03853,0.03851,9.33,9.32,21.9,250.0,1
0.02292,0.02241,4.6,4.57,25.9,39.0,0
0.02837,0.02833,8.46,8.45,23.0,150.0,0
0.0398,0.0398,2.59,2.56,24.7,68.0,0
0.04127,0.04127,6.66,6.65,23.5,120.0,0
0.0191,0.00268,6.96,6.94,26.3,33.0,1
0.02879,0.02879,7.77,7.76,20.2,540.0,1
0.04059,0.02935,10.8,10.8,27.0,24.0,0
0.02105,0.02094,5.79,5.77,24.8,65.0,0
0.03248,0.03242,4.46,4.45,25.0,59.0,0
0.03522,0.02003,6.16,6.15,28.2,14.0,0
0.01097,0.01097,13.6,13.58,24.1,90.0,0
0.04133,0.04127,4.19,4.18,24.9,62.0,0
0.02371,0.0233,8.22,8.21,24.5,75.0,0
0.04285,0.03472,6.09,6.08,28.2,14.0,0
0.04192,0.04191,7.09,7.09,20.2,540.0,1
0.00687,6e-05,8.48,8.44,26.9,25.0,1
0.02175,0.02163,3.55,3.51,27.3,21.0,0
0.02495,0.02439,9.54,9.53,24.3,82.0,0
0.04566,0.03962,4.05,4.03,26.2,34.0,0
0.01847,0.00595,10.1,10.09,24.1,90.0,1
0.04926,0.04926,9.84,9.83,25.2,54.0,0
0.00472,0.00465,11.41,11.36,26.1,36.0,1
0.02286,0.01757,4.06,4.03,26.9,25.0,0
0.01923,0.01919,14.07,14.06,23.9,99.0,0
0.01007,0.01007,3.65,3.58,24.9,63.0,0
0.04533,0.04533,8.74,8.73,22.0,240.0,1
0.03843,0.03433,29.37,29.37,20.5,480.0,1
0.04786,0.04606,16.18,16.17,21.8,260.0,1
0.03487,0.03466,2.72,2.69,29.3,8.1,0
0.01095,0.01095,6.01,5.97,25.3,52.0,0
0.03418,0.02837,4.57,4.55,30.6,4.5,0
0.01132,0.01075,3.81,3.75,29.3,8.3,0
0.04119,0.04119,9.9,9.89,23.9,99.0,0
0.02589,0.02504,13.21,13.2,25.1,57.0,0
0.01572,0.01572,14.19,14.18,20.7,430.0,1
0.02489,0.02489,11.01,11.0,22.2,220.0,0
0.03014,0.03014,9.57,9.56,22.9,150.0,0
0.0215,0.02144,8.5,8.49,24.5,75.0,0
0.02142,0.02135,13.37,13.36,23.8,100.0,0
0.04757,0.04756,14.08,14.08,20.4,490.0,1
0.02967,0.0287,12.36,12.35,23.4,120.0,0
0.03983,0.03923,6.56,6.55,25.8,41.0,0
0.03002,0.02991,17.83,17.83,23.1,140.0,0
0.03387,0.03292,8.46,8.45,26.8,26.0,0
0.04087,0.04026,5.26,5.24,23.4,120.0,0
0.0437,0.0437,14.67,14.66,18.9,990.0,1
0.01957,0.0135,9.02,9.0,25.8,42.0,0
0.03163,0.03152,7.98,7.97,23.2,140.0,0
0.0374,0.03679,3.08,3.05,25.3,52.0,0
0.01713,0.01711,8.59,8.57,24.8,65.0,0
0.02119,0.02119,17.7,17.7,19.9,620.0,1
0.03028,0.01772,4.54,4.52,27.4,20.0,0
0.02415,0.01387,2.65,2.61,30.7,4.4,0
0.04516,0.02116,6.22,6.21,26.9,25.0,0
0.01352,0.0107,7.43,7.4,25.5,47.0,0
0.03395,0.03358,14.06,14.05,22.7,170.0,0
0.01614,0.00267,6.25,6.23,27.6,18.0,1
0.00495,0.00495,14.19,14.15,23.7,110.0,1
0.00953,0.00818,5.28,5.22,25.1,57.0,1
0.00904,0.00904,4.02,3.95,24.6,71.0,1
0.01826,0.01825,3.04,2.99,27.3,21.0,0
0.03164,0.00054,11.06,11.05,26.9,25.0,1
0.01703,0.01703,4.12,4.08,23.2,140.0,0
0.04333,0.04333,12.79,12.79,19.3,830.0,1
0.02638,0.02238,10.02,10.01,25.1,57.0,0
0.0233,0.0221,8.78,8.77,25.0,59.0,0
0.00205,0.00204,5.1,4.84,26.0,38.0,1
0.02937,0.02917,10.32,10.31,25.4,49.0,0
0.03628,0.03601,10.78,10.77,24.6,71.0,0
0.01856,0.01856,7.34,7.32,20.3,520.0,1
0.02651,0.02651,8.96,8.95,22.6,180.0,0
0.0408,0.04079,10.22,10.21,23.9,99.0,0
0.02197,0.02197,4.93,4.91,22.7,170.0,0
0.04425,0.04395,7.32,7.31,27.0,24.0,0
0.0398,0.03979,8.88,8.87,22.3,210.0,0
0.00874,0.00864,6.68,6.64,26.4,30.0,1
0.0323,0.03229,19.25,19.25,19.8,650.0,1
0.01246,0.01246,8.92,8.89,23.7,110.0,0
0.01259,0.01068,7.43,7.4,23.4,120.0,0
0.00596,0.00592,11.69,11.66,25.3,52.0,1
0.04436,0.04426,4.31,4.3,25.1,58.0,0
0.03847,0.00941,9.69,9.68,27.8,16.0,1
0.03349,0.01869,8.42,8.41,25.3,52.0,0
0.04024,0.02817,5.6,5.59,27.4,20.0,0
0.02615,0.02606,6.28,6.27,24.5,75.0,0
0.04956,0.00289,5.38,5.37,29.0,9.4,1
0.01116,0.01116,2.85,2.77,24.8,65.0,0
0.01134,0.01134,10.09,10.07,22.3,210.0,0
0.04844,0.04844,13.18,13.18,20.0,590.0,1
0.01664,0.01658,4.66,4.63,27.5,19.0,0
0.02472,0.00036,13.35,13.34,27.9,16.0,1
0.04539,0.04539,12.7,12.69,19.8,650.0,1
0.03276,0.03276,23.66,23.66,20.7,430.0,1
0.04768,0.04024,8.8,8.79,26.1,36.0,0
0.0161,0.01591,5.58,5.55,24.3,82.0,0
0.04774,0.04774,12.09,12.08,24.3,84.0,0
0.02234,0.02189,6.43,6.41,27.0,24.0,0
0.03207,0.03161,7.33,7.32,25.4,49.0,0
0.02629,0.02562,13.31,13.3,23.8,100.0,0
0.01983,0.01983,18.89,18.88,20.3,510.0,1
0.04784,0.0455,6.97,6.96,28.7,11.0,0
0.01091,0.00343,8.9,8.87,26.8,26.0,1
0.04033,0.01865,16.6,16.59,25.0,59.0,0
0.02798,0.02798,1.9,1.85,26.4,31.0,0
0.04271,0.04271,19.51,19.51,23.8,100.0,0
0.03398,0.03315,4.28,4.26,26.0,38.0,0
0.01642,0.01638,10.92,10.9,24.1,90.0,0
0.02494,0.02493,5.34,5.32,23.9,98.0,0
0.02729,0.02039,13.03,13.03,21.4,310.0,1
0.04603,0.04603,9.8,9.79,21.5,300.0,1
0.02527,0.02163,4.87,4.85,26.6,28.0,0
0.0232,0.02308,8.69,8.67,24.0,94.0,0
0.04082,0.04082,18.52,18.52,20.5,470.0,1
0.0472,0.04049,6.95,6.94,23.5,120.0,0
0.01533,0.00567,8.06,8.04,26.1,36.0,1
0.04405,0.04253,5.29,5.28,24.0,94.0,0
0.01646,0.01645,2.28,2.21,26.5,30.0,0
0.04993,0.04993,11.72,11.72,21.3,330.0,1
0.01155,0.01149,3.36,3.29,26.5,30.0,0
0.0164,0.01604,7.79,7.77,25.8,41.0,0
0.02187,0.02186,9.69,9.68,23.2,140.0,0
0.03121,0.03121,3.67,3.65,26.8,26.0,0
0.03149,0.00021,11.28,11.27,22.6,180.0,1
0.03987,0.02579,5.42,5.4,25.8,41.0,0
0.0314,0.02902,5.14,5.12,26.6,28.0,0
0.01202,0.01202,7.13,7.1,22.7,170.0,0
0.02318,0.01556,7.57,7.55,25.7,42.0,0
0.03001,0.02421,7.91,7.9,23.1,140.0,0
0.03555,0.035,14.21,14.2,22.9,160.0,0
0.02873,0.00161,8.68,8.67,26.3,33.0,1
0.04827,0.04827,19.68,19.67,20.1,580.0,1
0.00898,0.00897,5.33,5.27,24.4,78.0,1
0.04218,0.03798,3.97,3.96,26.9,25.0,0
0.03371,0.03371,5.5,5.48,20.0,590.0,1
0.04798,0.04773,10.89,10.88,23.0,150.0,0
0.04531,0.04531,8.0,7.99,22.7,170.0,0
0.03037,0.02595,7.58,7.57,27.3,21.0,0
0.03507,0.01864,8.09,8.08,24.0,93.0,0
0.03321,0.02614,6.17,6.16,26.3,33.0,0
0.02783,0.02777,9.32,9.31,23.5,120.0,0
0.01501,0.00788,14.42,14.41,27.1,23.0,1
0.0282,0.0282,10.88,10.87,20.5,480.0,1
0.03245,0.03234,7.15,7.13,24.5,75.0,0
0.04203,0.03778,3.23,3.21,29.8,6.5,0
0.03284,0.03284,6.57,6.56,21.4,320.0,1
0.04084,0.04083,2.95,2.93,24.8,65.0,0
0.04346,0.04241,11.17,11.17,26.1,36.0,0
0.04772,0.04771,14.32,14.32,22.4,200.0,0
0.0321,0.03166,4.6,4.59,25.1,57.0,0
0.02043,0.02005,12.75,12.74,25.3,52.0,0
0.01331,0.01331,10.39,10.37,25.7,43.0,0
0.01729,0.01713,14.25,14.24,25.1,57.0,0
0.01289,0.01288,9.51,9.49,25.0,59.0,0
0.04331,0.04331,17.67,17.67,21.5,300.0,1
0.01354,0.01347,6.69,6.67,25.1,57.0,0
0.01994,0.01929,13.82,13.81,26.3,33.0,0
0.00643,0.0064,12.48,12.44,24.4,78.0,1
0.02258,0.02234,15.86,15.85,24.1,90.0,0
0.02847,0.02306,8.44,8.43,26.6,28.0,0
0.00627,0.00627,8.35,8.29,25.7,43.0,1
0.04482,0.01306,10.58,10.57,26.3,33.0,0
0.04566,0.03473,3.37,3.35,24.7,68.0,0
0.02662,0.02656,1.57,1.5,28.3,13.0,0
0.02513,0.00165,6.09,6.07,26.6,28.0,1
0.01299,0.01284,5.95,5.91,27.6,18.0,0
0.03122,0.0311,9.33,9.33,24.9,62.0,0
0.02501,0.02421,7.78,7.76,25.5,47.0,0
0.01954,0.01934,17.81,17.8,22.7,170.0,0
0.03453,0.02563,11.95,11.94,24.1,92.0,0
0.03233,0.01857,5.65,5.63,26.0,38.0,0
0.011,0.00452,11.37,11.34,29.3,8.2,1
0.04681,0.02068,12.27,12.26,26.4,31.0,0
0.0149,0.01455,8.33,8.31,25.1,57.0,0
0.00096,0.00081,11.33,11.08,20.7,430.0,1
0.01685,0.00887,4.99,4.96,28.7,11.0,1
0.03518,0.00729,12.75,12.75,25.1,58.0,1
0.02205,0.02188,8.29,8.28,25.6,45.0,0
0.01698,0.01686,8.7,8.68,25.3,52.0,0
0.01611,0.01605,5.32,5.29,25.0,59.0,0
0.01148,0.01146,17.73,17.72,23.6,110.0,0
0.01864,0.01864,12.85,12.84,22.2,220.0,0
0.02846,0.02846,10.09,10.08,22.6,180.0,0
0.00528,0.00527,5.37,5.28,27.4,20.0,1
0.03669,0.00012,10.19,10.18,27.5,19.0,1
0.02707,0.01977,10.44,10.43,26.2,35.0,0
0.03895,0.03788,12.32,12.31,23.6,110.0,0
0.0328,0.03256,11.14,11.13,22.5,190.0,0
0.00486,0.00483,15.22,15.19,25.0,59.0,1
0.04965,0.01324,4.57,4.56,26.3,33.0,0
0.02955,0.00725,7.29,7.28,28.4,13.0,1
0.02124,0.02086,14.88,14.87,24.8,65.0,0
0.02622,0.00488,14.94,14.94,22.0,240.0,1
0.03782,0.03248,18.14,18.14,20.2,540.0,1
0.01949,0.01949,17.35,17.34,22.1,230.0,0
